43	>gb|GQ152600|+|0-1152|ARO:3002188|MOX-5 [Aeromonas caviae]
44	>gb|KC292503|+|4334-5195|ARO:3000904|TEM-34 [Haemophilus parainfluenzae]
45	>gb|NC_010410|+|2175316-2176141|ARO:3001617|OXA-69 [Acinetobacter baumannii AYE]
46	>gb|AF527798|+|0-785|ARO:3000879|TEM-7 [Escherichia coli]
47	>gb|AB023477|+|0-861|ARO:3001082|SHV-24 [Escherichia coli]
48	>gb|JX440358|+|130-775|ARO:3002762|QnrB47 [Citrobacter freundii]
49	>gb|HE616889|+|1826-2627|ARO:3001502|OXA-256 [Enterobacter cloacae]
50	>gb|HQ631376|+|0-657|ARO:3002795|QnrS6 [Aeromonas hydrophila]
51	>gb|KF203104|+|0-822|ARO:3001518|OXA-330 [Acinetobacter calcoaceticus]
52	>gb|HM146927|+|0-1146|ARO:3002053|CMY-42 [Escherichia coli]
53	>gb|JQ808129|+|633-1188|ARO:3002546|AAC(6')-Ib [Klebsiella pneumoniae]
54	>gb|JX440350|+|1026-2172|ARO:3002083|CMY-70 [Citrobacter braakii]
55	>gb|JQ772478|+|140-1004|ARO:3002350|GES-21 [uncultured bacterium]
56	>gb|AF535129|+|0-861|ARO:3001099|SHV-41 [Klebsiella pneumoniae]
57	>gb|KJ427797|+|0-825|ARO:3001577|OXA-391 [Acinetobacter baumannii]
58	>gb|AY491682|+|0-861|ARO:3000996|TEM-132 [Klebsiella pneumoniae]
59	>gb|AJ809407|+|118-898|ARO:3002620|aadA23 [Salmonella enterica subsp. enterica serovar Agona]
60	>gb|KF361506|+|0-813|ARO:3002360|NDM-10 [Klebsiella pneumoniae subsp. pneumoniae]
61	>gb|KC580655|+|0-645|ARO:3002778|QnrB66 [Citrobacter freundii]
62	>gb|AF535130|+|0-861|ARO:3001100|SHV-42 [Klebsiella pneumoniae]
63	>gb|AF315786|+|1313-2114|ARO:3001429|OXA-35 [Pseudomonas aeruginosa]
64	>gb|AF132290|+|87-948|ARO:3001076|SHV-18 [Klebsiella pneumoniae]
65	>gb|Z50108|+|238-1768|ARO:3003026|fusH [Streptomyces lividans]
66	>gb|AM176554|+|30-891|ARO:3001133|SHV-79 [Klebsiella pneumoniae]
67	>gb|Y10279|+|0-861|ARO:3000916|TEM-47 [Klebsiella pneumoniae]
68	>gb|X65254|+|175-1036|ARO:3000887|TEM-16 [Klebsiella pneumoniae]
69	>gb|JX982636|+|0-801|ARO:3002307|VIM-37 [Pseudomonas aeruginosa]
70	>gb|KM087832|+|0-1146|ARO:3001849|ACT-29 [Enterobacter asburiae]
71	>gb|Y11068|+|16-1165|ARO:3002157|FOX-3 [Klebsiella oxytoca]
72	>gb|EU748544|+|0-927|ARO:3002366|PER-4 [Proteus vulgaris]
73	>gb|AF322577|+|2081-2822|ARO:3002238|IMP-47 [Klebsiella pneumoniae]
74	>gb|AJ620678|+|0-753|ARO:3000845|GIM-1 [Pseudomonas aeruginosa]
75	>gb|AB753456|+|0-741|ARO:3002233|IMP-42 [Acinetobacter soli]
76	>gb|AY040093|+|68-929|ARO:3000965|TEM-102 [Plasmid pWW100]
77	>gb|NC_002156|+|1429-2290|ARO:3000979|TEM-116 [Staphylococcus aureus]
78	>gb|HM544040|+|0-1146|ARO:3002066|CMY-55 [Escherichia coli]
79	>gb|M97297|+|9052-9963|ARO:3002955|vanYA [Enterococcus faecium]
80	>gb|NC_007779|+|3974604-3975429|ARO:3000508|gadX [Escherichia coli str. K-12 substr. W3110]
81	>gb|DQ061159|+|346-1222|ARO:3001904|CTX-M-42 [Escherichia coli]
82	>gb|FJ194944|+|46-907|ARO:3001154|SHV-105 [Klebsiella pneumoniae]
83	>gb|JQ733576|+|1027-2173|ARO:3002092|CMY-79 [Citrobacter freundii]
84	>gb|HQ322613|+|0-1146|ARO:3002067|CMY-56 [Klebsiella pneumoniae]
85	>gb|KM588354|+|0-825|ARO:3003149|OXA-426 [Acinetobacter baumannii]
86	>gb|AF162694|+|2438-3011|ARO:3002966|vanXYC [Enterococcus gallinarum]
87	>gb|HM569226|+|1039-2185|ARO:3002059|CMY-48 [Citrobacter freundii]
88	>gb|JN173060|+|2306-2951|ARO:3002753|QnrB38 [Citrobacter freundii]
89	>gb|AY628175|+|210-1071|ARO:3000972|TEM-109 [Escherichia coli]
90	>gb|AJ698325|-|14502-15417|ARO:3003203|TLA-2 [uncultured bacterium]
91	>gb|AJ920369|+|23-860|ARO:3001071|SHV-12 [Escherichia coli]
92	>gb|AY587956|+|0-774|ARO:3001773|OXA-61 [Campylobacter jejuni]
93	>gb|U14749|+|690-1557|ARO:3002243|CARB-4 [Pseudomonas aeruginosa]
94	>gb|AF462019|+|26-656|ARO:3002681|catB9 [Vibrio cholerae]
95	>gb|U95363|+|0-861|ARO:3000912|TEM-43 [Klebsiella pneumoniae]
96	>gb|FJ666071|+|0-1194|ARO:3002507|PDC-8 [Pseudomonas aeruginosa]
97	>gb|X51891|+|189-1335|ARO:3000326|ErmE [Saccharopolyspora erythraea NRRL 2338]
98	>gb|AF031329|+|0-441|ARO:3002565|AAC(6')-Iu [Acinetobacter genomosp. 17BJ]
99	>gb|KP143090|-|1199-1619|ARO:3003209|FosA5 [Escherichia coli]
100	>gb|EF420108|+|37-937|ARO:3002375|VEB-5 [Escherichia coli]
101	>gb|Z50802|+|717-1215|ARO:3003012|dfrA13 [Escherichia coli]
102	>gb|AF250872|+|0-861|ARO:3000954|TEM-87 [Proteus mirabilis]
103	>gb|AM919399|+|0-681|ARO:3002733|QnrB18 [Citrobacter freundii]
104	>gb|EU408350|-|11679-12585|ARO:3002488|LRA-9 [uncultured bacterium BLR9]
105	>gb|DQ143913|+|1774-2575|ARO:3002282|VIM-12 [Klebsiella pneumoniae]
106	>gb|AY138986|+|0-789|ARO:3002604|aadA4 [Acinetobacter baumannii]
107	>gb|U00096|+|3660413-3663527|ARO:3000796|mdtF [Escherichia coli str. K-12 substr. MG1655]
108	>gb|JX013656|+|0-801|ARO:3002304|VIM-34 [Klebsiella pneumoniae]
109	>gb|DQ174304|+|4-865|ARO:3001119|SHV-64 [Klebsiella pneumoniae]
110	>gb|AB529520|+|0-720|ARO:3002263|IND-7 [Chryseobacterium indologenes]
111	>gb|KP050489|+|0-861|ARO:3001364|SHV-182 [Klebsiella pneumoniae]
112	>gb|HQ529916|+|110-971|ARO:3001045|TEM-183 [Klebsiella pneumoniae]
113	>gb|NC_012491|-|4758175-4759207|ARO:3002815|clbB [Brevibacillus brevis NBRC 100599]
114	>gb|X63451|+|0-1653|ARO:3002828|srmB [Streptomyces ambofaciens]
115	>gb|FFFO01000009.1|+|81760-82162|ARO:3000198|FosX [Listeria monocytogenes]
116	>gb|JF274246|+|0-876|ARO:3001972|CTX-M-112 [Shigella sp. SH257]
117	>gb|AY847146|+|82-958|ARO:3001912|CTX-M-50 [Klebsiella pneumoniae]
118	>gb|AB700703|+|161-1022|ARO:3001057|TEM-198 [Klebsiella pneumoniae]
119	>gb|KC199968|+|0-453|ARO:3002853|arr-8 [Klebsiella oxytoca]
120	>gb|JX028276|-|35585-36821|ARO:3002883|rgt1438 [Streptomyces sp. WAC1438]
121	>gb|KJ188748|+|0-885|ARO:3002383|SME-5 [Serratia marcescens]
122	>gb|AB061794|+|6017-7166|ARO:3002020|CMY-9 [Escherichia coli]
123	>gb|AY939911|+|3535-4441|ARO:3002634|APH(2'')-Ie [Enterococcus casseliflavus]
124	>gb|X59968|+|507-1686|ARO:3002690|cml [Streptomyces lividans 1326]
125	>gb|DQ631414|+|0-681|ARO:3002724|QnrB10 [Citrobacter freundii]
126	>gb|L06163|+|531-1074|ARO:3002595|AAC(6')-IIb [Pseudomonas fluorescens]
127	>gb|U35369|+|177-840|ARO:3002921|vanRB [Enterococcus faecalis]
128	>gb|X57102|+|147-912|ARO:3003103|cphA7 [Aeromonas hydrophila]
129	>gb|AJ420864|+|155-896|ARO:3002203|IMP-12 [Pseudomonas putida]
130	>gb|JQ422052|+|1099-1930|ARO:3001692|OXA-229 [Acinetobacter bereziniae]
131	>gb|AM279652|+|0-825|ARO:3001646|OXA-98 [Acinetobacter baumannii]
132	>gb|AF201828|+|0-822|ARO:3001422|OXA-27 [Acinetobacter baumannii]
133	>gb|DQ836922|+|0-861|ARO:3001144|SHV-92 [Klebsiella pneumoniae]
134	>gb|FJ381668|+|56-848|ARO:3002612|aadA12 [Escherichia coli]
135	>gb|NC_019368.1|+|58200-58833|ARO:3002676|catB3 [Enterobacter cloacae]
136	>gb|FJ755841|+|0-846|ARO:3002432|OKP-A-15 [Klebsiella pneumoniae]
137	>gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA [Escherichia coli O157:H7 str. Sakai]
138	>gb|NC_010400|-|1369124-1370342|ARO:3000777|adeF [Acinetobacter baumannii SDF]
139	>gb|NC_013450|-|694852-695296|ARO:3000815|mgrA [Staphylococcus aureus subsp. aureus ED98]
140	>gb|JN935137|+|0-861|ARO:3001055|TEM-195 [Acinetobacter baumannii]
141	>gb|AB462903|+|1199-1751|ARO:3002574|AAC(6')-Iaf [Pseudomonas aeruginosa]
142	>gb|AM932669|+|105-603|ARO:3003017|dfrA21 [Salmonella enterica subsp. enterica serovar Bredeney]
143	>gb|D16099|+|409-1297|ARO:3001300|myrA [Micromonospora griseorubida]
144	>gb|DQ823382|+|0-1569|ARO:3002830|vgaALC [Staphylococcus haemolyticus]
145	>gb|JQ820242|+|0-831|ARO:3001677|OXA-236 [Acinetobacter baumannii]
146	>gb|EU586041|+|0-861|ARO:3001112|SHV-56 [Klebsiella pneumoniae]
147	>gb|FJ234412|+|0-882|ARO:3002318|KPC-8 [Klebsiella pneumoniae]
148	>gb|KF986257|+|20-845|ARO:3001562|OXA-376 [Acinetobacter baumannii]
149	>gb|JF802084|+|559-1591|ARO:3002912|vanN [Enterococcus faecium]
150	>gb|JX311308|+|0-801|ARO:3002299|VIM-29 [Escherichia coli]
151	>gb|EU523697|+|686-1973|ARO:3000572|tet(42) [Micrococcus sp. SMCC G887]
152	>gb|GU584222|+|0-747|ARO:3003196|tet(45) [Escherichia coli]
153	>gb|L06940|+|0-1218|ARO:3000173|tet(E) [Escherichia coli]
154	>gb|L39157.1|+|345-1158|ARO:3003060|tsnR [Streptomyces laurentii]
155	>gb|AJ012256|+|208-1069|ARO:3000943|TEM-77 [Proteus mirabilis]
156	>gb|AB372224|+|0-1146|ARO:3002050|CMY-39 [Citrobacter freundii]
157	>gb|EU118148|+|1010-1811|ARO:3002287|VIM-17 [Pseudomonas aeruginosa]
158	>gb|JN848782|+|0-741|ARO:3002224|IMP-33 [Pseudomonas aeruginosa]
159	>gb|EF118171|+|3181-3922|ARO:3002210|IMP-19 [Aeromonas caviae]
160	>gb|AF190693|+|208-1069|ARO:3000944|TEM-78 [Escherichia coli]
161	>gb|EF660562|+|1671-2124|ARO:3002849|arr-4 [Pseudomonas aeruginosa]
162	>gb|AF118110|-|71-1037|ARO:3003002|CfxA2 [Prevotella intermedia]
163	>gb|AY143430|+|0-876|ARO:3001886|CTX-M-24 [Klebsiella pneumoniae]
164	>gb|EU515249|+|0-1146|ARO:3002036|CMY-25 [Klebsiella pneumoniae]
165	>gb|LC031883|+|5071-5812|ARO:3003659|IMP-51 [Pseudomonas aeruginosa]
166	>gb|M97297|+|6018-6986|ARO:3002942|vanHA [Enterococcus faecium]
167	>gb|DQ058663|+|0-657|ARO:3002711|QnrA5 [Shewanella algae]
168	>gb|KM087849|+|0-1140|ARO:3002150|DHA-19 [Morganella morganii]
169	>gb|GU207844|+|0-864|ARO:3002343|GES-14 [Acinetobacter baumannii]
170	>gb|NC_007795|-|1360280-1361636|ARO:3000839|arlS [Staphylococcus aureus subsp. aureus NCTC 8325]
171	>gb|HM440348|+|775-1861|ARO:3000549|adeS [Acinetobacter baumannii]
172	>gb|AJ401618|+|1971-3144|ARO:3002514|OCH-1 [Ochrobactrum anthropi]
173	>gb|JX423831|+|2676-3474|ARO:3001778|OXA-232 [Escherichia coli]
174	>gb|U10251|+|180-975|ARO:3001407|OXA-12 [Aeromonas sobria]
175	>gb|KF297577|+|0-822|ARO:3001535|OXA-348 [Acinetobacter calcoaceticus]
176	>gb|DQ193536|+|0-861|ARO:3001141|SHV-89 [Klebsiella pneumoniae]
177	>gb|AF325134|+|0-876|ARO:3001881|CTX-M-19 [Klebsiella pneumoniae]
178	>gb|HQ425493|+|0-822|ARO:3001480|OXA-195 [Acinetobacter nosocomialis]
179	>gb|JN704570|+|4038-4836|ARO:3001814|OXA-199 [Shewanella xiamenensis]
180	>gb|AY822595|+|22-898|ARO:3001900|CTX-M-38 [Klebsiella pneumoniae]
181	>gb|AY271267|+|0-861|ARO:3000983|TEM-121 [Escherichia coli]
182	>gb|AJ866284|+|0-861|ARO:3001116|SHV-61 [Klebsiella pneumoniae]
183	>gb|EF210159|+|0-876|ARO:3001919|CTX-M-58 [Escherichia coli]
184	>gb|EF374097|+|0-876|ARO:3001918|CTX-M-56 [Escherichia coli]
185	>gb|AY853593|+|214-1075|ARO:3001002|TEM-138 [Salmonella enterica]
186	>gb|AB008454|+|153-1290|ARO:3002493|SRT-1 [Serratia marcescens]
187	>gb|AY265889|+|0-458|ARO:3002477|LEN-14 [Enterobacter cloacae]
188	>gb|AJ295341|+|0-1173|ARO:3002516|OCH-3 [Ochrobactrum anthropi]
189	>gb|EU155018|+|0-861|ARO:3001150|SHV-101 [Klebsiella pneumoniae]
190	>gb|AY055205|+|181-1054|ARO:3002403|OXY-2-8 [Klebsiella oxytoca]
191	>gb|KP096412|+|0-801|ARO:3003179|VIM-43 [Pseudomonas aeruginosa]
192	>gb|V01499|+|230-1256|ARO:3002655|APH(4)-Ia [Escherichia coli]
193	>gb|AB016934|+|6575-7376|ARO:3000423|FomA [Streptomyces wedmorensis]
194	>gb|FN554543|+|0-864|ARO:3002341|GES-12 [Acinetobacter baumannii]
195	>gb|KJ207205|+|1039-2185|ARO:3002117|CMY-105 [Citrobacter freundii]
196	>gb|AF355189|+|1434-2439|ARO:3002600|AAC(3)-Ib/AAC(6')-Ib'' [Pseudomonas aeruginosa]
197	>gb|AY070258|+|0-861|ARO:3001093|SHV-35 [Klebsiella pneumoniae]
198	>gb|KC783461|+|0-861|ARO:3001383|TEM-206 [Escherichia coli]
199	>gb|Y10693|+|0-828|ARO:3001416|OXA-21 [Acinetobacter baumannii]
200	>gb|HQ661362|+|71-932|ARO:3001168|SHV-121 [Klebsiella pneumoniae]
201	>gb|L20573|+|2064-2676|ARO:3003250|bcrC [Bacillus licheniformis]
202	>gb|AJ635423|+|0-789|ARO:3002459|LEN-9 [Klebsiella pneumoniae]
203	>gb|M97297|+|8016-8624|ARO:3002949|vanXA [Enterococcus faecium]
204	>gb|AB261016|+|3068-3728|ARO:3002665|npmA [Escherichia coli]
205	>gb|AM850916|+|18-879|ARO:3002429|OKP-A-12 [Klebsiella pneumoniae]
206	>gb|AF143804|+|0-861|ARO:3000959|TEM-92 [Proteus mirabilis]
207	>gb|KF526113|+|0-1146|ARO:3002112|CMY-100 [Citrobacter freundii]
208	>gb|AY028464|+|442-1189|ARO:3000840|JOHN-1 beta-lactamase [Flavobacterium johnsoniae UW101]
209	>gb|AB113580|+|1329-2193|ARO:3002332|GES-3 [Klebsiella pneumoniae]
210	>gb|AY227752|+|88-1234|ARO:3002168|MIR-2 [Enterobacter cloacae]
211	>gb|FJ873739|+|0-875|ARO:3001948|CTX-M-88 [Salmonella enterica subsp. enterica serovar Infantis]
212	>gb|EF653400|+|434-1259|ARO:3001644|OXA-113 [Acinetobacter baumannii]
213	>gb|AM051152|+|0-861|ARO:3002436|OKP-B-3 [Klebsiella pneumoniae]
214	>gb|NC_003197|-|2039657-2040380|ARO:3000826|sdiA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
215	>gb|EU250284|+|2574-3564|ARO:3002973|vanTmL [Enterococcus faecalis]
216	>gb|KM433671|+|0-822|ARO:3003160|OXA-422 [Acinetobacter baumannii]
217	>gb|HM113564|+|0-825|ARO:3001472|OXA-178 [Acinetobacter baumannii]
218	>gb|AJ548797|+|923-1688|ARO:3003094|imiH [Aeromonas hydrophila]
219	>gb|AM850911|+|0-861|ARO:3002468|LEN-21 [Klebsiella pneumoniae]
220	>gb|KF730652|+|0-657|ARO:3002797|QnrS8 [Klebsiella pneumoniae]
221	>gb|JN205800|+|4140-4938|ARO:3001784|OXA-181 [Klebsiella pneumoniae]
222	>gb|KF992029|+|748-1894|ARO:3001840|ACT-19 [Enterobacter cloacae]
223	>gb|NZ_CP007547.1|+|0-747|ARO:3000579|BlaB beta-lactamase [Elizabethkingia anophelis]
224	>gb|HQ661363|+|71-932|ARO:3001181|SHV-137 [Klebsiella pneumoniae]
225	>gb|DQ309277|+|0-825|ARO:3001623|OXA-83 [Acinetobacter baumannii]
226	>gb|AF155139|+|1511-2207|ARO:3002925|vanRF [Paenibacillus popilliae ATCC 14706]
227	>gb|KM087833|+|0-1146|ARO:3001850|ACT-30 [Enterobacter cloacae]
228	>gb|JX121119|+|0-858|ARO:3001191|SHV-152 [Klebsiella pneumoniae]
229	>gb|M55547|+|0-825|ARO:3001404|OXA-9 [Klebsiella pneumoniae]
230	>gb|HE981194|+|0-861|ARO:3001347|SHV-164 [Klebsiella pneumoniae]
231	>gb|AY115475|+|3337-4597|ARO:3002695|cmlA5 [uncultured bacterium]
232	>gb|AB703103|+|0-876|ARO:3001985|CTX-M-126 [Escherichia coli]
233	>gb|EF534736|+|213-1074|ARO:3001024|TEM-158 [Escherichia coli]
234	>gb|AM051159|+|0-861|ARO:3002442|OKP-B-9 [Klebsiella pneumoniae]
235	>gb|M29953|+|295-1048|ARO:3002654|APH(3')-VIIa [Campylobacter jejuni]
236	>gb|U94857|+|0-996|ARO:3002662|APH(9)-Ia [Legionella pneumophila 130b]
237	>gb|DQ212986|+|7030-7795|ARO:3003069|vanXYG [Enterococcus faecalis]
238	>gb|GQ853681|+|0-825|ARO:3001455|OXA-150 [Acinetobacter baumannii]
239	>gb|DQ139328|+|160-1306|ARO:3002032|CMY-21 [Escherichia coli]
240	>gb|KM926622|+|238-1384|ARO:3003172|ACT-37 [Enterobacter cloacae]
241	>gb|FR853176|+|0-825|ARO:3001486|OXA-208 [Acinetobacter baumannii]
242	>gb|X97721|+|0-876|ARO:3000592|ErmN [Streptomyces fradiae]
243	>gb|JF780936|+|63-1209|ARO:3002078|CMY-65 [Citrobacter sp. 913]
244	>gb|AY524987|+|0-801|ARO:3002278|VIM-8 [Pseudomonas aeruginosa]
245	>gb|AJ972619|+|82-640|ARO:3002856|dfrA24 [Escherichia coli]
246	>gb|JX560992|+|11387-12872|ARO:3003206|lsaE [Staphylococcus aureus]
247	>gb|GU932590|+|0-861|ARO:3001175|SHV-128 [Enterobacter cloacae]
248	>gb|EU273755|+|0-681|ARO:3002727|QnrB13 [Citrobacter freundii]
249	>gb|AJ488303|+|0-810|ARO:3001770|OXA-43 [Burkholderia pseudomallei]
250	>gb|GQ342996|+|797-1793|ARO:3003097|CfxA6 [uncultured organism]
251	>gb|AF167990|+|612-1761|ARO:3002019|CMY-8 [Klebsiella pneumoniae]
252	>gb|AM850910|+|0-861|ARO:3002467|LEN-20 [Klebsiella pneumoniae]
253	>gb|Y15130|+|0-1143|ARO:3002015|CMY-4 [Proteus mirabilis]
254	>gb|JN173058|+|36-681|ARO:3002751|QnrB36 [Citrobacter freundii]
255	>gb|FJ825622|+|0-900|ARO:3002376|VEB-7 [Acinetobacter baumannii]
256	>gb|HM113560|+|0-825|ARO:3001658|OXA-174 [Acinetobacter baumannii]
257	>gb|AM051151|+|0-861|ARO:3002435|OKP-B-2 [Klebsiella pneumoniae]
258	>gb|AB049569|+|0-861|ARO:3000958|TEM-91 [Escherichia coli]
259	>gb|Y10415|+|125-893|ARO:3003095|imiS [Aeromonas veronii]
260	>gb|JF274244|-|0-863|ARO:3001967|CTX-M-107 [Shigella sp. SH219]
261	>gb|AY005110|+|0-846|ARO:3001874|CTX-M-11 [Klebsiella pneumoniae]
262	>gb|AB872957|+|0-1146|ARO:3002071|CMY-110 [Escherichia coli]
263	>gb|JQ724542|+|174-1050|ARO:3001984|CTX-M-125 [Enterobacter cloacae]
264	>gb|KJ207202|+|548-1694|ARO:3002098|CMY-85 [Citrobacter freundii]
265	>gb|AJ252200|+|81-1266|ARO:3003055|smeD [Stenotrophomonas maltophilia]
266	>gb|AY874537|+|177-1038|ARO:3000883|TEM-11 [Proteus mirabilis]
267	>gb|JX121129|+|0-858|ARO:3001201|SHV-162 [Klebsiella pneumoniae]
268	>gb|AF091113|+|450-1311|ARO:3000934|TEM-67 [Proteus mirabilis]
269	>gb|JF460794|+|0-1146|ARO:3002073|CMY-60 [Escherichia coli]
270	>gb|AY227054|+|0-765|ARO:3001780|OXA-85 [Fusobacterium nucleatum]
271	>gb|AF368302|+|2716-3331|ARO:3002843|vatD [Enterococcus faecium]
272	>gb|BX664015|-|103017-103833|ARO:3002641|APH(3')-Ia [Serratia marcescens]
273	>gb|Y14574|+|0-861|ARO:3000888|TEM-17 [Capnocytophaga ochracea]
274	>gb|KP050487.1|+|0-861|ARO:3001350|SHV-180 [Klebsiella pneumoniae]
275	>gb|AY769933|+|0-966|ARO:3003005|CfxA4 [Bacteroides fragilis]
276	>gb|FJ790516|+|1287-2085|ARO:3001804|OXA-145 [Pseudomonas aeruginosa]
277	>gb|GQ242167|+|0-801|ARO:3002293|VIM-23 [Enterobacter cloacae]
278	>gb|KC603538|+|0-1131|ARO:3002111|CMY-98 [Citrobacter freundii]
279	>gb|DQ212986|+|4222-5062|ARO:3002959|vanYG1 [Enterococcus faecalis]
280	>gb|X80277|+|0-1149|ARO:3003553|CepS beta-lactamase [Aeromonas sobria]
281	>gb|AF263519|+|1402-1798|ARO:3002583|AAC(6')-29a [Pseudomonas aeruginosa]
282	>gb|JX514369|+|296-1442|ARO:3002108|CMY-95 [Escherichia coli]
283	>gb|KC818234|+|0-861|ARO:3001384|TEM-207 [Escherichia coli]
284	>gb|L22689|+|261-1035|ARO:3000593|ErmQ [Clostridium perfringens]
285	>gb|HM245379|+|56-788|ARO:3002267|IND-11 [Chryseobacterium indologenes]
286	>gb|AY509120|-|22652-23495|ARO:3001302|chrB [Streptomyces bikiniensis]
287	>gb|AY037778|+|91-952|ARO:3001090|SHV-32 [Klebsiella pneumoniae]
288	>gb|HQ398214|+|249-1125|ARO:3001960|CTX-M-101 [Escherichia coli]
289	>gb|KM087838|+|0-1146|ARO:3002129|CMY-118 [Citrobacter freundii]
290	>gb|EF394371|+|0-1146|ARO:3002046|CMY-35 [Citrobacter freundii]
291	>gb|AM176553|+|30-891|ARO:3001132|SHV-78 [Klebsiella pneumoniae]
292	>gb|AF219127|+|0-732|ARO:3002257|IND-2 [Chryseobacterium indologenes]
293	>gb|HM488988|+|0-822|ARO:3001467|OXA-167 [Acinetobacter baumannii]
294	>gb|GQ861437|+|2913-3741|ARO:3001654|OXA-143 [Acinetobacter baumannii]
295	>gb|GU550123|+|144-1005|ARO:3001041|TEM-176 [Escherichia coli]
296	>gb|AF259520|+|1512-2652|ARO:3002133|DHA-2 [Klebsiella pneumoniae]
297	>gb|AB177384|+|0-876|ARO:3001898|CTX-M-36 [Escherichia coli]
298	>gb|AM087454|+|208-1069|ARO:3001015|TEM-148 [Escherichia coli]
299	>gb|KF421161|+|0-822|ARO:3001545|OXA-358 [Acinetobacter calcoaceticus]
300	>gb|KP050485|+|0-822|ARO:3001553|OXA-366 [Acinetobacter baumannii]
301	>gb|AB176534|+|0-876|ARO:3001897|CTX-M-35 [Klebsiella oxytoca]
302	>gb|Y17896|+|0-849|ARO:3000606|FEZ-1 beta-lactamase [Fluoribacter gormanii]
